1stFlrSF,2ndFlrSF,BedroomAbvGr,BsmtExposure,BsmtFinSF1,BsmtFinType1,BsmtUnfSF,EnclosedPorch,GarageArea,GarageFinish,GrLivArea,KitchenQual,LotArea,LotFrontage,MasVnrArea,OpenPorchSF,OverallCond,OverallQual,TotalBsmtSF,WoodDeckSF,HouseAge,RemodAge,GarageAge,SalePrice
630,672.0,3.0,1,0,1,630,0.0,440,1,1302,2,2016,24.0,304.0,0,5,5,630,0.0,40,40,40.0,106000
1035,371.0,3.0,1,0,1,319,0.0,0,0,1406,1,7920,69.0,0.0,144,7,6,319,0.0,90,60,0.0,89500
858,0.0,2.0,3,685,6,173,0.0,576,1,858,2,7252,69.0,0.0,0,5,5,858,120.0,28,28,27.0,134900
1182,1142.0,4.0,1,998,1,177,0.0,736,3,2324,4,11924,85.0,286.0,21,5,9,1175,0.0,5,4,5.0,345000
910,0.0,3.0,3,0,1,105,0.0,414,1,910,3,8892,74.0,0.0,0,7,5,105,196.0,57,14,57.0,116000
798,813.0,4.0,4,674,6,0,0.0,442,2,1611,2,9760,80.0,360.0,128,6,6,780,0.0,46,46,46.0,167900
684,876.0,3.0,3,0,1,684,0.0,400,3,1560,3,11911,122.0,0.0,38,5,6,684,0.0,5,5,5.0,174000
2020,0.0,4.0,0,0,0,0,0.0,630,1,2020,2,8400,60.0,320.0,0,5,5,0,0.0,33,33,33.0,144000
1338,0.0,2.0,2,616,6,722,0.0,582,3,1338,3,4920,41.0,0.0,0,5,8,1338,0.0,9,9,9.0,213500
1188,0.0,3.0,1,593,1,595,0.0,312,1,1188,2,26142,69.0,189.0,39,7,5,1188,0.0,48,48,48.0,157900
1459,0.0,3.0,1,0,1,1459,0.0,527,2,1459,3,8749,70.0,100.0,39,5,7,1459,0.0,8,8,8.0,192000
1306,954.0,3.0,4,1201,6,105,0.0,533,1,2260,3,14000,80.0,0.0,44,5,7,1306,0.0,14,13,14.0,328000
1430,0.0,3.0,1,0,1,1413,0.0,605,2,1430,3,16285,67.0,0.0,33,5,7,1413,0.0,9,8,9.0,187100
996,0.0,3.0,1,290,4,706,0.0,0,0,996,2,13907,63.0,0.0,0,6,5,996,0.0,70,41,0.0,108000
1092,0.0,3.0,1,787,3,305,0.0,504,2,1092,2,8250,75.0,260.0,0,7,6,1092,0.0,46,46,46.0,145000
625,625.0,2.0,1,0,1,625,0.0,625,3,1250,3,4017,35.0,0.0,54,5,7,625,0.0,4,3,4.0,171900
864,864.0,3.0,1,0,1,864,0.0,572,2,1728,3,9313,65.0,0.0,56,5,7,864,0.0,6,6,6.0,190000
924,0.0,3.0,1,0,1,924,0.0,280,1,924,2,7990,88.0,0.0,0,6,5,924,0.0,35,35,29.0,110000
1199,0.0,2.0,1,300,6,899,0.0,530,2,1199,3,7892,55.0,0.0,63,5,6,1199,0.0,17,17,17.0,153900
948,0.0,3.0,1,0,1,948,0.0,300,1,948,2,8978,69.0,0.0,0,5,5,948,0.0,42,42,42.0,108000
925,0.0,3.0,1,338,4,121,0.0,429,1,925,2,9100,70.0,0.0,0,6,5,925,0.0,45,45,45.0,117500
835,0.0,2.0,1,108,5,350,0.0,366,1,835,2,10625,85.0,0.0,0,5,5,458,0.0,90,60,90.0,83000
1580,886.0,4.0,1,0,1,1580,0.0,610,2,2466,3,11143,102.0,0.0,214,5,8,1580,0.0,6,5,6.0,340000
1216,941.0,4.0,1,445,3,479,0.0,487,1,2157,3,14200,88.0,309.0,66,6,7,924,0.0,44,44,44.0,226000
1060,0.0,3.0,1,840,6,200,0.0,572,1,1060,2,4224,44.0,0.0,110,7,5,1040,100.0,34,34,34.0,129900
2633,0.0,2.0,4,1282,6,1351,0.0,804,2,2633,4,11400,69.0,705.0,140,5,10,2633,0.0,9,8,9.0,466500
1048,0.0,2.0,1,0,1,993,0.0,280,1,1048,2,6380,58.0,0.0,0,6,5,993,0.0,88,60,88.0,113000
953,711.0,3.0,1,0,1,953,0.0,460,2,1664,2,8121,69.0,0.0,40,5,6,953,0.0,10,10,10.0,172400
784,0.0,2.0,1,0,1,784,91.0,360,1,784,2,9000,60.0,0.0,0,3,6,784,0.0,82,60,60.0,76000
1279,0.0,3.0,1,641,5,276,0.0,473,1,1279,2,10125,75.0,0.0,83,6,6,1196,0.0,33,33,30.0,171500
1229,0.0,3.0,1,1059,5,75,0.0,284,2,1229,2,17140,69.0,0.0,0,6,4,1134,0.0,54,54,54.0,135000
1268,0.0,2.0,1,540,2,728,0.0,244,3,1268,2,7800,78.0,200.0,98,6,5,1268,0.0,56,56,56.0,132000
1428,0.0,3.0,1,0,1,1428,0.0,480,3,1428,3,11639,95.0,0.0,120,5,7,1428,0.0,3,2,3.0,182000
1125,0.0,3.0,3,631,5,410,0.0,352,1,1125,2,7200,72.0,255.0,0,6,6,1041,296.0,34,34,33.0,125000
1008,0.0,2.0,1,486,4,522,0.0,275,1,1008,2,11425,69.0,0.0,0,6,5,1008,0.0,56,56,56.0,137000
1630,0.0,3.0,4,0,1,1622,0.0,860,2,1630,4,10226,61.0,270.0,42,5,8,1622,0.0,2,2,2.0,295493
864,864.0,3.0,1,503,3,361,0.0,673,2,1728,3,8791,64.0,0.0,56,5,6,864,0.0,7,7,7.0,207500
1211,0.0,3.0,1,250,4,210,0.0,322,1,1211,2,8250,55.0,0.0,63,5,5,952,0.0,42,42,42.0,134000
1040,0.0,3.0,1,369,2,671,0.0,286,2,1040,2,7560,70.0,0.0,0,5,5,1040,0.0,51,51,51.0,133700
1707,0.0,2.0,1,0,1,1686,0.0,511,2,1707,2,16669,69.0,653.0,64,6,8,1686,0.0,29,29,29.0,228000
955,0.0,3.0,1,0,1,935,0.0,462,3,1632,2,9084,63.0,0.0,28,5,7,935,0.0,12,12,12.0,176500
1392,0.0,3.0,1,1302,1,90,0.0,528,1,1392,2,11341,69.0,180.0,0,6,5,1392,0.0,53,14,53.0,121500
1319,0.0,3.0,1,428,4,0,0.0,270,1,1319,2,10634,79.0,0.0,0,6,5,608,0.0,57,57,57.0,123000
742,742.0,3.0,1,0,1,742,0.0,390,3,1484,3,12589,149.0,0.0,24,5,6,742,0.0,5,5,5.0,174000
971,0.0,3.0,4,523,1,448,0.0,300,1,971,2,9920,69.0,0.0,0,6,5,971,0.0,41,41,41.0,128500
1062,0.0,3.0,3,539,5,490,0.0,539,2,1062,2,11333,69.0,0.0,0,5,6,1029,120.0,34,34,34.0,146800
980,0.0,4.0,4,945,1,0,0.0,0,0,980,2,9400,35.0,250.0,0,5,6,945,0.0,35,35,0.0,127500
1405,0.0,2.0,1,0,1,1405,0.0,478,2,1405,3,3136,69.0,163.0,36,5,7,1405,0.0,7,7,7.0,171750
959,712.0,3.0,1,786,6,173,0.0,472,3,1671,2,10852,58.0,0.0,38,5,6,959,0.0,10,10,10.0,173000
1074,0.0,3.0,1,788,5,268,0.0,495,2,1074,2,10140,78.0,0.0,88,6,5,1056,0.0,35,35,35.0,153500
1547,720.0,2.0,0,0,0,0,0.0,672,1,2320,2,14762,69.0,0.0,144,6,5,0,0.0,62,60,31.0,169000
918,0.0,2.0,1,0,1,918,0.0,264,1,918,2,7892,55.0,0.0,0,5,6,918,0.0,31,31,31.0,99500
1437,0.0,3.0,4,1157,5,280,0.0,528,2,1437,3,10768,90.0,0.0,21,8,5,1437,0.0,34,6,34.0,218000
1069,0.0,2.0,1,360,5,709,0.0,440,2,1069,2,4043,53.0,0.0,55,5,6,1069,0.0,33,33,33.0,127500
829,727.0,4.0,1,298,3,429,0.0,441,1,1556,2,11700,78.0,0.0,0,6,6,727,0.0,42,42,42.0,154000
824,1070.0,4.0,1,624,6,193,0.0,510,1,1894,3,11316,80.0,44.0,40,5,7,817,0.0,8,7,8.0,214900
1973,0.0,3.0,3,0,1,1935,0.0,895,3,1973,3,14226,110.0,375.0,45,5,8,1935,0.0,4,4,4.0,395000
1898,1080.0,5.0,1,0,1,710,0.0,564,3,2978,3,11275,96.0,300.0,0,7,7,710,0.0,43,3,49.0,242000
848,0.0,1.0,3,662,6,186,0.0,420,2,848,3,4438,69.0,205.0,0,5,6,848,0.0,6,6,6.0,149000
804,670.0,3.0,1,0,1,384,0.0,400,3,1474,2,8530,69.0,22.0,72,5,7,384,120.0,15,14,15.0,168500
1056,0.0,3.0,1,480,4,108,0.0,260,1,1056,2,9250,80.0,0.0,0,7,5,1056,0.0,56,5,56.0,139400
902,0.0,2.0,3,301,4,239,0.0,484,1,902,2,8885,69.0,0.0,0,5,5,864,0.0,27,27,27.0,131000
1032,0.0,3.0,3,605,5,427,0.0,564,1,1032,2,10395,69.0,233.0,0,6,6,1032,0.0,32,32,32.0,148000
1077,0.0,2.0,1,0,1,961,0.0,338,1,1077,2,8967,60.0,0.0,0,2,5,961,0.0,90,60,90.0,67000
1235,0.0,2.0,1,600,3,635,0.0,480,1,1235,2,8500,85.0,203.0,0,3,5,1235,0.0,49,49,49.0,98600
1442,0.0,3.0,2,738,6,172,0.0,719,3,1442,3,10357,114.0,0.0,244,5,7,910,0.0,20,19,20.0,179900
483,504.0,2.0,1,387,5,96,0.0,264,1,987,2,1680,21.0,232.0,0,5,6,483,0.0,39,39,39.0,85400
1004,0.0,2.0,4,975,6,0,0.0,504,1,1004,2,10530,78.0,90.0,0,5,6,975,0.0,33,33,33.0,135000
1006,0.0,3.0,1,288,6,718,0.0,0,0,1006,2,9000,69.0,0.0,24,3,5,1006,0.0,51,51,0.0,80000
936,780.0,6.0,1,210,1,570,0.0,0,0,1716,1,5687,55.0,0.0,184,6,5,780,0.0,98,10,0.0,135900
860,0.0,3.0,1,0,1,860,0.0,565,2,1720,3,11645,89.0,0.0,70,5,7,860,0.0,6,6,6.0,196500
960,0.0,2.0,1,250,5,710,0.0,308,1,960,1,6000,50.0,0.0,0,4,4,960,0.0,90,60,13.0,108500
1604,0.0,3.0,1,1334,6,270,0.0,660,2,1604,3,8814,68.0,180.0,110,5,7,1604,0.0,4,4,4.0,220000
2217,0.0,4.0,4,351,5,1043,0.0,621,1,2217,3,15865,95.0,0.0,207,6,8,2217,0.0,40,40,40.0,268000
1844,0.0,3.0,3,1110,3,734,216.0,540,2,1844,3,16381,69.0,312.0,73,5,6,1844,0.0,41,41,41.0,223000
799,772.0,3.0,1,0,1,799,0.0,380,2,1571,2,7837,59.0,0.0,40,7,6,799,0.0,17,16,17.0,178000
1479,0.0,3.0,1,0,1,1468,0.0,577,2,1479,3,9382,93.0,125.0,25,5,7,1468,0.0,11,10,11.0,191000
1619,167.0,3.0,4,1249,1,103,0.0,529,3,1786,2,164660,69.0,0.0,0,6,5,1499,0.0,45,45,45.0,228950
1632,0.0,3.0,1,620,3,0,0.0,338,2,1632,2,9600,80.0,183.0,0,6,6,1240,0.0,52,22,52.0,139000
866,902.0,3.0,3,20,6,846,0.0,578,2,1768,3,10769,68.0,0.0,105,5,8,866,0.0,3,3,3.0,212000
1096,0.0,3.0,2,75,4,230,0.0,299,3,1096,2,15870,69.0,0.0,32,5,5,1096,0.0,41,41,41.0,138800
1236,857.0,3.0,1,0,1,791,0.0,542,3,2093,2,20544,46.0,123.0,63,6,7,791,0.0,24,19,24.0,215000
660,688.0,3.0,1,512,4,148,0.0,453,2,1348,2,7590,69.0,266.0,108,5,6,660,0.0,44,44,44.0,155000
728,728.0,3.0,3,648,6,80,0.0,410,3,1456,3,8199,63.0,0.0,18,5,7,728,36.0,5,5,5.0,189000
1600,0.0,2.0,4,1277,4,207,0.0,319,2,1600,2,16321,47.0,0.0,258,6,5,1484,0.0,53,13,53.0,207500
1700,0.0,3.0,3,340,6,1342,0.0,544,2,1700,3,9135,70.0,120.0,23,5,6,1682,0.0,7,7,7.0,200000
808,785.0,3.0,1,0,1,808,0.0,389,2,1593,2,9636,69.0,0.0,40,5,6,808,0.0,18,17,17.0,178000
1363,0.0,2.0,1,650,4,178,0.0,288,1,1363,2,14559,75.0,70.0,42,7,5,1008,0.0,59,10,59.0,164900
855,586.0,3.0,1,311,5,544,0.0,440,1,1441,2,2289,24.0,0.0,0,6,6,855,0.0,32,32,32.0,148500
1710,0.0,2.0,4,1400,1,310,0.0,866,2,1710,3,13891,107.0,436.0,102,5,8,1710,0.0,3,2,3.0,372402
1222,888.0,3.0,1,695,6,253,0.0,463,2,2110,3,8880,69.0,0.0,130,5,7,948,0.0,16,8,16.0,205000
725,754.0,3.0,1,533,6,192,0.0,475,2,1479,3,13517,69.0,289.0,44,8,6,725,0.0,34,5,34.0,130500
767,0.0,1.0,3,584,6,0,0.0,367,3,767,2,4058,34.0,182.0,40,5,7,723,0.0,12,12,12.0,133000
664,0.0,3.0,3,554,6,100,0.0,426,2,1496,3,17104,58.0,0.0,24,5,7,654,100.0,4,4,4.0,179665
1567,0.0,1.0,3,1154,6,366,0.0,648,3,1567,4,3982,53.0,0.0,0,5,8,1520,0.0,4,4,4.0,264561
1148,0.0,2.0,2,210,2,219,0.0,308,1,1148,2,6420,57.0,0.0,0,7,5,980,0.0,58,58,58.0,123500
1120,850.0,3.0,2,0,1,1085,0.0,753,3,1970,4,11065,86.0,788.0,74,5,8,1085,0.0,4,4,4.0,281000
1453,1357.0,4.0,1,482,6,971,0.0,750,2,2810,3,9572,69.0,336.0,0,5,8,1453,0.0,20,20,20.0,302000
1470,0.0,4.0,1,986,6,484,0.0,696,1,2630,3,9200,80.0,473.0,66,5,8,1470,0.0,12,12,12.0,315000
1105,1169.0,5.0,1,443,3,662,0.0,480,1,2274,2,11600,80.0,361.0,0,5,5,1105,0.0,50,50,50.0,154300
1261,0.0,3.0,1,662,5,599,0.0,433,2,1261,2,9120,76.0,0.0,0,6,6,1261,0.0,52,52,52.0,163000
1486,0.0,3.0,1,637,4,849,0.0,480,3,1486,2,9937,75.0,0.0,0,7,5,1486,0.0,46,11,42.0,167000
773,0.0,2.0,1,570,1,203,0.0,240,1,773,2,7677,57.0,0.0,0,5,5,773,0.0,57,57,57.0,110000
1537,0.0,3.0,1,0,1,1319,0.0,462,2,1537,3,8400,80.0,237.0,36,9,6,1319,0.0,48,5,48.0,174000
866,913.0,3.0,3,0,1,866,0.0,546,2,1779,3,10400,80.0,0.0,36,5,7,866,0.0,12,12,12.0,197900
1225,0.0,3.0,1,569,5,381,0.0,0,0,1225,2,9320,77.0,0.0,0,5,4,950,0.0,51,51,0.0,128950
848,0.0,1.0,3,659,6,189,0.0,420,3,848,3,4435,36.0,170.0,0,5,6,848,140.0,7,7,7.0,131500
780,596.0,3.0,1,0,1,780,0.0,198,1,1376,2,8600,50.0,0.0,0,6,6,780,0.0,73,60,73.0,119500
742,729.0,3.0,1,381,6,348,0.0,440,1,1471,2,3230,34.0,894.0,24,5,6,729,0.0,11,11,11.0,172500
869,0.0,2.0,1,0,1,440,0.0,0,0,869,1,5900,51.0,0.0,0,7,4,440,0.0,87,52,0.0,85500
729,729.0,2.0,1,419,6,310,0.0,440,1,1458,2,3230,34.0,1129.0,32,5,6,729,0.0,11,11,11.0,176000
894,0.0,3.0,1,762,5,102,0.0,440,1,894,2,13350,100.0,0.0,0,5,5,864,0.0,36,36,36.0,142500
885,833.0,3.0,1,0,1,832,0.0,427,3,1718,2,10141,74.0,40.0,94,5,7,832,0.0,12,12,12.0,185000
1701,0.0,3.0,4,1390,5,0,0.0,611,3,1701,2,16647,69.0,0.0,0,5,5,1390,0.0,35,29,35.0,171000
864,0.0,3.0,1,600,4,264,0.0,576,1,864,2,12735,69.0,0.0,0,5,4,864,0.0,38,38,30.0,111250
1094,761.0,3.0,1,0,1,528,0.0,512,2,1855,2,9600,80.0,360.0,100,7,6,528,0.0,34,16,34.0,187000
1651,0.0,3.0,1,1398,5,0,0.0,616,3,1651,2,12416,47.0,132.0,0,5,6,1606,0.0,24,24,24.0,184000
612,612.0,3.0,3,0,1,612,0.0,528,2,1224,3,3951,40.0,76.0,234,5,6,612,0.0,1,1,1.0,164500
928,0.0,3.0,1,308,3,620,0.0,288,3,928,2,6000,50.0,0.0,0,6,5,928,0.0,53,53,53.0,112500
372,720.0,3.0,0,0,0,0,0.0,0,0,1092,1,5600,70.0,0.0,0,5,4,0,0.0,80,60,0.0,55000
832,809.0,3.0,1,16,2,712,234.0,546,1,1641,4,9600,60.0,0.0,0,7,7,728,0.0,85,20,85.0,178000
708,708.0,3.0,1,404,5,304,0.0,776,2,1416,2,11700,90.0,420.0,169,6,6,708,0.0,42,42,42.0,179900
1058,846.0,3.0,3,546,6,512,0.0,736,3,1904,4,10927,74.0,280.0,60,5,8,1058,0.0,5,5,7.0,275000
936,0.0,2.0,1,248,4,448,0.0,308,3,936,2,5868,74.0,0.0,0,7,5,936,0.0,54,10,54.0,129000
716,840.0,3.0,1,81,1,23,0.0,452,3,1556,2,1950,24.0,0.0,0,6,6,716,0.0,30,30,30.0,151000
864,0.0,2.0,1,120,2,744,0.0,400,1,864,2,19138,140.0,0.0,0,5,4,864,0.0,59,59,59.0,141000
1654,0.0,3.0,1,986,6,668,0.0,900,1,1654,3,8125,69.0,295.0,136,5,7,1654,0.0,8,8,8.0,230000
1416,0.0,3.0,1,0,1,816,0.0,576,1,1416,3,25339,69.0,0.0,0,7,5,816,0.0,92,3,3.0,112000
1268,1097.0,3.0,2,1163,6,89,0.0,856,1,2365,3,9430,82.0,673.0,128,5,8,1252,0.0,11,11,11.0,337000
1067,0.0,2.0,1,442,4,625,0.0,436,1,1067,3,9600,60.0,0.0,0,7,4,1067,0.0,60,15,14.0,128000
1318,584.0,4.0,0,0,0,0,0.0,539,1,1902,2,8930,68.0,0.0,0,5,6,0,0.0,32,32,32.0,112000
1557,0.0,2.0,4,0,1,1374,0.0,420,3,1557,3,3196,69.0,18.0,20,5,7,1374,0.0,7,6,7.0,234000
1195,644.0,4.0,1,0,1,1195,0.0,486,3,1839,2,16770,58.0,30.0,81,5,7,1195,0.0,12,12,12.0,221000
